English,Myanmar
thankfully,ကျေးဇူးပဲ
recreate,ပြန်လည်ဖန်တီးပါ။
travelers,ခရီးသွားများ
navigate,လမ်းညွှန်
ethnic,တိုင်းရင်းသား
voice-over,စကားသံ
esteemed,လေးစားအပ်ပါတယ်။
exterior,အပြင်ပန်း
licensed,လိုင်စင်ရ
gems,ကျောက်မျက်များ
mutants,မျိုးတူများ
testifying,သက်သေခံ
dissolve,ပျော်
iraqi,အီရတ်
robes,သင်္ကန်း
wildest,အရိုင်းဆုံး
portfolio,အစုစု
tossing,လွှင့်ပစ်ခြင်း။
pussycat,ကြောင်
booby,ဘော်ဘီ
knack,အရည်အချင်း
lodged,အထဲမှာ
lei,လဲ့
racism,လူမျိုးရေးခွဲခြားမှု
nato,နာတို
mayo,မေယို
gillian,ဂီလီယန်
stingy,တွန့်တိုသော
shooters,သေနတ်သမားများ
napkins,လက်သုတ်ပုဝါ
continents,တိုက်ကြီးများ၊
registry,မှတ်ပုံတင်
fags,ဖားများ
shah,သျှား
blinking,မှိတ်တုတ်မှိတ်တုတ်
duo,နှစ်ယောက်
gymnastics,ကျွမ်းဘား
jag,အိုး
bernadette,ဘာနာဒက်
valiant,ရဲရင့်သော
exploited,အမြတ်ထုတ်သည်။
attachment,တွယ်တာမှု
for,အတွက်
intruders,ကျူးကျော်သူများ
owning,ပိုင်ဆိုင်သည်။
mega,ကျိကျိတက်
administrative,အုပ်ချုပ်ရေး
hawks,သိမ်းငှက်
crave,တပ်မက်ခြင်း။
reviewed,သုံးသပ်
persuasive,နွဲ့
turmoil,ကမောက်ကမ
promoting,မြှင့်တင်ခြင်း။
shoving,တွန်းလှည်း
bette,လောင်းကစား
unworthy,မထိုက်တန်
elevators,ဓာတ်လှေခါး
fulfilling,ဖြည့်ဆည်းပေးသည်။
stoop,ခါးကိုင်း
greer,ပိုကြီးတယ်။
panicking,ထိတ်လန့်ခြင်း။
panels,ပြားများ
demonstrated,သရုပ်ပြခဲ့သည်။
myths,ဒဏ္ဍာရီများ
mattie,မက်တီ
volleyball,ဘော်လီဘော
cheats,လှည့်စားမှုများ
chord,သံယောဇဉ်
berkeley,ဘာကလေ
oblige,စိုးရိမ်း
radiant,တောက်ပ
anticipation,မျှော်လင့်ခြင်း
fibers,အမျှင်များ
daleks,ဒယ်လေးတွေ
aroused,နှိုးဆော်သည်။
paralysis,သွက်ချာပါဒ၊
ferocious,ရက်စက်သည်။
heinous,မိုက်မဲသော
roulette,ကစားတဲ့
emergencies,အရေးပေါ်အခြေအနေများ
olaf,အိုလက်ဖ်
enjoyable,ပျော်စရာကောင်း
torso,ခန္ဓာကိုယ်
compassionate,သနားကြင်နာသော
softer,ပိုပျော့ပါတယ်။
delegation,ကိုယ်စားလှယ်အဖွဲ့
can`t,မရဘူး
fangs,အစွယ်
plaque,ကမ္ဗည်း
alonso,အလွန်ဆို
bowman,လေးသမား
uterus,သားအိမ်
buggy,ဘာဂီ
kristina,ခရစ်စတီးနား
denies,ငြင်းသည်။
tally,တာလီ
neighs,အိမ်နီးချင်းများ
unusually,ပုံမှန်မဟုတ်
tibet,တိဗက်
charcoal,မီးသွေး
healer,ကုသပေးသူ
weirdest,အဆန်းဆုံး
eel,ငါးရှဉ့်
recordings,အသံသွင်းချက်များ
tamil,တမီလ်
naw,နော်
camouflage,ဖုံးကွယ်
seagulls,ချောင်
hub,အချက်အချာ
mailman,စာပို့သမား
furry,အမွေးများ
pronto,proto
sedan,ဆလွန်း
kermit,ကာမစ်
edible,စားသုံးနိုင်သော
trifle,မဆိုစလောက်
delusion,မှိုင်းတိုက်ခြင်း။
foundations,အုတ်မြစ်များ
calcutta,ကတ္တား
cubes,တုံးများ
colon,အူမကြီး
crotch,ကောက်ရိုး
tariq,တာရစ်
costing,ကျပါတယ်။
resisted,ခုခံခဲ့သည်။
leila,လီလာ
snail,ခရု
strippers,အဝတ်ချွတ်သူများ
there-,ဟိုမှာ-
vista,ရှုခင်း
sorta,အမျိုးအစား
fiend,ဘီလူး
restrain,စောင့်စည်းပါ။
pinkie,လက်သန်း
voluntary,ဆန္ဒအလျောက်
widely,တွင်ကျယ်စွာ
uncommon,အဆန်း
blackie,လူမည်း
infiltrate,စိမ့်ဝင်
erika,အဲရီကာ
sophomore,ဒုတိယနှစ်
radios,ရေဒီယိုများ
ringo,ရင်ဂို
medallion,တံဆိပ်
eiffel,အီဖယ်
wilder,တော
dyke,တာတမံ
bailiff,ဘီးလစ်
peril,အန္တရာယ်
plaintiff,တရားခံ
emilia,အီမီလီယာ
transmitted,ကူးစက်သည်။
bonnet,ဦးထုပ်ဆောင်း
assassinated,လုပ်ကြံခံခဲ့ရသည်။
emptiness,အနတ္တ
helmets,ခမောက်
normandy,နော်မန်ဒီ
cheetah,သစ်ကျုတ်
clips,ကလစ်များ
thicker,ပိုထူ
whiz,ဝှဇ်
saga,ဝတ္ထု
bullock,နွား
binoculars,မှန်ပြောင်း
duckman,ဘဲတစ်ကောင်
accord,အညီ
jeanette,ဂျင်းဘောင်းဘီ
birmingham,ဘာမင်ဂမ်
pick-up,ကောက်ကိုင်လိုက်သည်
bawk,ဘောက်
sita,ရှိတာ
concierge,တဏှာ
clams,ခရု
questionable,မေးခွန်းထုတ်စရာ
volunteering,စေတနာ့ဝန်ထမ်း
lunches,နေ့လယ်စာ
spooked,ထိတ်လန့်သွားသည်။
pinpoint,အတိအကျ
hereafter,နောင်တမလွန်
brook,ချောင်းရေ
weakened,အားပျော့သွားသည်။
verses,အခန်းငယ်များ
think-,စဉ်းစား-
marshals,စစ်ဗိုလ်များ
deposited,အပ်နှံခဲ့သည်။
cleans,သန့်စင်သည်။
ironically,ကမောက်ကမ
bodily,ခန္ဓာကိုယ်
distances,အကွာအဝေး
hypnosis,အိပ်မွေ့ချခြင်း
secretive,လျှို့ဝှက်သည်။
dominion,စိုးမိုး
tori,တိုရီ
bursts,ပေါက်ကွဲ
uncertainty,မသေချာ
streams,ချောင်းများ
vortex,ရေဝဲ
tights,အသားကပ်ဘောင်းဘီ
sponsors,စပွန်ဆာများ
tickles,ကလိထိုးသည်။
herring,မြောက်အတ္တလန္တတိတ်ငါးသလောက်တစ်မျိုး
disability,မသန်စွမ်းမှု
orchid,သစ်ခွ
hostility,ရန်ငြိုးဖွဲ့ခြင်း။
conflicts,ပဋိပက္ခများ
pans,ဒယ်အိုးများ
housekeeping,အိမ်ထိန်း
panthers,ကျားနက်များ
wonderland,အံ့သြစရာမြေ
interrogated,စစ်ဆေးမေးမြန်းခဲ့သည်။
andromeda,အန်ဒရိုမီဒါ
premium,ပရီမီယံ
broccoli,ဘရိုကိုလီ
pottery,မြေအိုး
shrapnel,ကျည်ဆံ
planner,စီစဉ်သူ
robyn,ရော်ဘင်
rounded,လုံးဝန်းသော
cactus,ရှားစောင်း
motherland,အမိမြေ
defendants,တရားခံများ
executives,အမှုဆောင်များ
spoons,ဇွန်း
unbelievably,မယုံနိုင်စရာ
fairness,တရားမျှတမှု
continuously,စဉ်ဆက်မပြတ်
spices,နံ့သာမျိုး
organisms,သက်ရှိများ
regretted,နောင်တရ
monarch,ဘုရင်
narrative,ဇာတ်ကြောင်း
roth,ရော့
catcher,ဖမ်းသမား
dictatorship,အာဏာရှင်စနစ်
controversy,အငြင်းပွားမှု
alejandro,အလက်ဂျန်းဒရို
josef,ဂျိုးဇက်
dignified,ဂုဏ်သိက္ခာရှိသော
bonded,ချည်နှောင်ထားသည်။
tilt,တိမ်းစောင်း
beginnings,အစများ
peaks,တောင်ထိပ်များ
tissues,တစ်ရှူးများ
pretentious,ဟန်ဆောင်
jeopardize,အန္တရာယ်ဖြစ်စေသည်။
diversity,ကွဲပြားမှု
shabby,ယုတ်မာသော
overdo,လွန်လွန်ကဲကဲ
tel,ဖုန်း
marnie,မာနီ
separating,ခွဲထုတ်ခြင်း။
horrid,ကြောက်မက်ဖွယ်ကောင်းသော
harmon,သဟဇာတ
rethink,ပြန်စဉ်းစားပါ။
mastered,ကျွမ်းကျင်သည်။
reopen,ပြန်ဖွင့်သည်။
camels,ကုလားအုတ်
denis,ဒင်းနစ်
depended,မှီခို
tak,တက်ခ်
whine,ညည်းသံ
axis,ဝင်ရိုး
orchard,ဥယျာဉ်ခြံ
cherries,ချယ်ရီသီး
pleasing,နှစ်သက်သော
unforgivable,ခွင့်မလွှတ်နိုင်သော
craziest,အမိုက်ဆုံး
rods,ချောင်းများ
distressed,စိတ်ဆင်းရဲ
bubbling,ကျွက်ကျွက်
interact,အပြန်အလှန်ဆက်သွယ်ပါ။
manipulating,ကြိုးကိုင်ခြင်း။
rewind,ပြန်ရစ်ပါ။
blacked,အမည်းရောင်
trillion,ထရီလီယံ
onwards,ဆက်လက်၍
reservoir,ရေလှောင်ကန်
participation,ပါဝင်မှု
caucasian,ကုလားဖြူ
serbian,ဆားဘီးယား
manhood,ယောက်ျားပီသခြင်း။
lao,လာအို
dinah,ဒိန
in-laws,ယောက္ခမ
slander,ဆဲဆိုခြင်း၊
identifying,ခွဲခြားသတ်မှတ်ခြင်း။
drunkard,သောက်ကြူး
blooming,ပွင့်သည်။
stocking,ခေါင်းစွပ်
one-on-one,တစ်ယောက်ချင်း
rinse,သုတ်
artwork,အနုပညာလက်ရာ
catholics,ကက်သလစ်ဘာသာဝင်များ
stormy,မုန်တိုင်းထန်
refresh,ပြန်လည်ဆန်းသစ်ပါ။
cor,ကော်
floats,ရှိသတဲ့။
expanded,ချဲ့ထွင်ခဲ့သည်။
chilling,အေးစက်ခြင်း။
congo,ကွန်ဂို
afghan,အာဖဂန်
backside,လုပ်မှာ
antarctica,အန္တာတိက
sandals,ခြေညှပ်ဖိနပ်
investigative,စုံစမ်းစစ်ဆေးရေး
wills,အလိုရှိသည်။
searches,ရှာဖွေမှုများ
yawns,သမ်း
collaboration,ပူးပေါင်းဆောင်ရွက်ခြင်း
untouched,မထိရ။
psyched,စိတ်ဓာတ်ကျ
hussein,ဟူစိန်
departments,ဌာနများ
bummed,ရှုပ်သည်။
finer,ပိုကောင်းပါတယ်။
